CellLine,InitialCondition,Day,R
983b,2500,8.75,240.060181639883
983b,5000,8.75,280.524910255337
983b,5000,8.75,282.122097228202
983b,5000,8.75,278.604391337832
983b,5000,8.75,279.509507283916
983b,5000,8.75,266.023854343275
983b,5000,8.75,277.915574009073
983b,5000,8.75,268.668359238779
983b,5000,8.75,271.277758589371
983b,5000,8.75,273.954974003639
983b,5000,8.75,277.147186275263
983b,5000,8.75,271.974024390244
983b,5000,8.75,271.707869353771
983b,5000,8.75,270.757925819399
983b,5000,8.75,268.152905022485
983b,5000,8.75,276.555755046589
983b,5000,8.75,278.7182197723
983b,5000,8.75,278.99588490275
983b,5000,8.75,277.4676112085
983b,5000,8.75,262.909016467205
983b,5000,8.75,276.220501834409
983b,5000,8.75,272.552157247858
983b,5000,8.75,263.636984705666
983b,10000,8.75,310.07194302957
983b,10000,8.75,309.133059827005
983b,10000,8.75,310.010496855762
983b,10000,8.75,312.290885706485
983b,10000,8.75,297.580510916299
983b,10000,8.75,303.447362656826
983b,10000,8.75,316.29717981652
983b,10000,8.75,313.175686897084
983b,10000,8.75,313.414702375159
983b,10000,8.75,308.343724729857
983b,10000,8.75,307.486273368571
983b,10000,8.75,305.232404683519
983b,10000,8.75,311.713187640879
983b,10000,8.75,311.700984507521
983b,10000,8.75,305.373729516846
983b,10000,8.75,307.283928649988
983b,10000,8.75,308.154287140454
983b,10000,8.75,288.42252215996
983b,10000,8.75,314.191348693154
983b,10000,8.75,302.643146254248
983b,2500,9.0,240.017879830306
983b,2500,9.0,245.817861242175
983b,2500,9.0,242.412115460903
983b,2500,9.0,241.473009938408
983b,2500,9.0,246.441859159203
983b,2500,9.0,240.229314389247
983b,2500,9.0,245.57507683056
983b,2500,9.0,237.326869723048
983b,2500,9.0,244.533915401922
983b,2500,9.0,244.948870828522
983b,2500,9.0,240.804547872309
983b,2500,9.0,244.63770398007
983b,2500,9.0,240.836138252852
983b,2500,9.0,246.065580547358
983b,2500,9.0,241.91940145544
983b,2500,9.0,241.55709650141
983b,2500,9.0,233.721416850931
983b,2500,9.0,242.359783017524
983b,2500,9.0,245.176761254467
983b,2500,9.0,240.815056429571
983b,2500,9.0,245.807566560687
983b,2500,9.0,245.926285320648
983b,2500,9.0,243.524838006086
983b,5000,9.0,283.992043784541
983b,5000,9.0,285.507635660233
983b,5000,9.0,280.886644362366
983b,5000,9.0,288.286082017929
983b,5000,9.0,276.142417321344
983b,5000,9.0,281.351734582622
983b,5000,9.0,274.815408349859
983b,5000,9.0,273.556208173752
983b,5000,9.0,272.267920734031
983b,5000,9.0,279.663888092887
983b,5000,9.0,275.783636323623
983b,5000,9.0,276.468554634397
983b,5000,9.0,275.392141848739
983b,5000,9.0,270.039724246085
983b,5000,9.0,271.707869353771
983b,5000,9.0,281.7844860909
983b,5000,9.0,280.656106918127
983b,5000,9.0,279.754643804311
983b,5000,9.0,266.10496782326
983b,5000,9.0,286.280157624229
983b,5000,9.0,275.613281277349
983b,5000,9.0,266.800475883554
983b,10000,9.0,312.038819520283
983b,10000,9.0,312.132348404868
983b,10000,9.0,312.453417566577
983b,10000,9.0,315.29632785193
983b,10000,9.0,303.263210979065
983b,10000,9.0,306.390424453231
983b,10000,9.0,318.32924250337
983b,10000,9.0,314.885422438863
983b,10000,9.0,316.670169738905
983b,10000,9.0,312.33155207929
983b,10000,9.0,310.129220225104
983b,10000,9.0,307.539943820781
983b,10000,9.0,314.049937596537
983b,10000,9.0,314.469981912407
983b,10000,9.0,306.460802038709
983b,10000,9.0,312.465591314169
983b,10000,9.0,311.876020564151
983b,10000,9.0,291.338727685795
983b,10000,9.0,315.947829126679
983b,10000,9.0,303.351103573514
983b,1250,9.25,98.1788441478532
983b,1250,9.25,103.257653283908
983b,1250,9.25,115.621346815268
983b,1250,9.25,108.636898197787
983b,1250,9.25,107.39126053108
983b,1250,9.25,99.9978250669177
983b,1250,9.25,107.544805580994
983b,1250,9.25,107.627396365421
983b,1250,9.25,95.198846649317
983b,1250,9.25,111.348771235354
983b,1250,9.25,107.403086321326
983b,1250,9.25,120.03801316172
983b,1250,9.25,106.166883642917
983b,1250,9.25,105.109518779829
983b,1250,9.25,105.771614276245
983b,2500,9.25,242.652882981989
983b,2500,9.25,249.019119517477
983b,2500,9.25,245.497488107229
983b,2500,9.25,248.636499555766
983b,2500,9.25,251.201317627813
983b,2500,9.25,247.105376624529
983b,2500,9.25,249.207590778619
983b,2500,9.25,241.473009938408
983b,2500,9.25,248.488397786838
983b,2500,9.25,247.700495826026
983b,2500,9.25,243.284998838067
983b,2500,9.25,253.715246508925
983b,2500,9.25,245.49236651851
983b,2500,9.25,248.089691614673
983b,2500,9.25,245.124954115881
983b,2500,9.25,247.700495826026
983b,2500,9.25,236.093556177024
983b,2500,9.25,241.420473926271
983b,2500,9.25,246.498490305443
983b,2500,9.25,244.11310410406
983b,2500,9.25,241.288984911206
983b,2500,9.25,247.74662516831
983b,2500,9.25,245.52335373935
983b,5000,9.25,287.545408011935
983b,5000,9.25,288.334494749182
983b,5000,9.25,282.872470703402
983b,5000,9.25,291.469425163844
983b,5000,9.25,278.317186237064
983b,5000,9.25,284.536810364103
983b,5000,9.25,278.636265702031
983b,5000,9.25,274.33465411227
983b,5000,9.25,275.746814837709
983b,5000,9.25,278.075361307014
983b,5000,9.25,283.764029260598
983b,5000,9.25,279.731943413008
983b,5000,9.25,286.395436625216
983b,5000,9.25,271.670495449961
983b,5000,9.25,274.36702451014
983b,5000,9.25,284.563601846275
983b,5000,9.25,282.966696958817
983b,5000,9.25,282.405432777499
983b,5000,9.25,270.481159716504
983b,5000,9.25,282.441386190099
983b,5000,9.25,278.344576376952
983b,5000,9.25,269.940985707924
983b,10000,9.25,315.107079913432
983b,10000,9.25,317.718593899771
983b,10000,9.25,317.398839320912
983b,10000,9.25,319.089937294163
983b,10000,9.25,304.470437957445
983b,10000,9.25,308.56182876236
983b,10000,9.25,319.535134958164
983b,10000,9.25,317.25083129103
983b,10000,9.25,319.793236822998
983b,10000,9.25,315.115110616359
983b,10000,9.25,312.514332489602
983b,10000,9.25,309.703288677776
983b,10000,9.25,318.532515237424
983b,10000,9.25,317.798482275315
983b,10000,9.25,297.089613552184
983b,10000,9.25,315.823280532003
983b,10000,9.25,314.373098422518
983b,10000,9.25,299.056936479043
983b,10000,9.25,318.46875344687
983b,10000,9.25,294.45032204233
983b,2500,9.5,246.555172995558
983b,2500,9.5,251.887619210419
983b,2500,9.5,246.884423762979
983b,2500,9.5,248.27380420372
983b,2500,9.5,255.311090907985
983b,2500,9.5,250.852418859342
983b,2500,9.5,251.827144000374
983b,2500,9.5,245.487179990665
983b,2500,9.5,251.66574248682
983b,2500,9.5,250.148135189427
983b,2500,9.5,245.957217873704
983b,2500,9.5,251.160892272684
983b,2500,9.5,248.616079178268
983b,2500,9.5,256.313383121654
983b,2500,9.5,248.079427053685
983b,2500,9.5,250.983970639515
983b,2500,9.5,237.711624934893
983b,2500,9.5,249.889177590884
983b,2500,9.5,250.675279511859
983b,2500,9.5,248.662038670568
983b,2500,9.5,250.467579589788
983b,2500,9.5,251.1963123333
983b,2500,9.5,250.016143615474
983b,5000,9.5,289.533827000325
983b,5000,9.5,290.85912881912
983b,5000,9.5,284.621538889688
983b,5000,9.5,292.924656402049
983b,5000,9.5,280.140041768257
983b,5000,9.5,288.93695894418
983b,5000,9.5,282.131123243463
983b,5000,9.5,284.692881437895
983b,5000,9.5,280.316673383022
983b,5000,9.5,287.271629753133
983b,5000,9.5,286.39982675946
983b,5000,9.5,283.392489592713
983b,5000,9.5,289.805468176816
983b,5000,9.5,274.33465411227
983b,5000,9.5,282.872470703402
983b,5000,9.5,286.470726443953
983b,5000,9.5,284.425254611598
983b,5000,9.5,284.822158228754
983b,5000,9.5,268.488806769563
983b,5000,9.5,290.575327535597
983b,5000,9.5,280.660643535086
983b,5000,9.5,272.020718093204
983b,10000,9.5,316.224914673446
983b,10000,9.5,320.538541099328
983b,10000,9.5,320.114577150439
983b,10000,9.5,321.290091866538
983b,10000,9.5,306.973991835863
983b,10000,9.5,309.354723167412
983b,10000,9.5,321.874236760681
983b,10000,9.5,319.245019470932
983b,10000,9.5,321.542825293174
983b,10000,9.5,317.846405662549
983b,10000,9.5,313.507871558314
983b,10000,9.5,312.315296357526
983b,10000,9.5,321.459906662683
983b,10000,9.5,321.499363746664
983b,10000,9.5,308.236654390563
983b,10000,9.5,319.535134958164
983b,10000,9.5,315.533787397403
983b,10000,9.5,300.475475888027
983b,10000,9.5,319.380193653472
983b,10000,9.5,305.057678246281
983b,1250,9.75,101.92140652205
983b,1250,9.75,109.879973491579
983b,1250,9.75,122.009764083302
983b,1250,9.75,118.869162135779
983b,1250,9.75,113.862446056649
983b,1250,9.75,106.679746788303
983b,1250,9.75,117.710270803339
983b,1250,9.75,113.773232578075
983b,1250,9.75,102.269520816892
983b,1250,9.75,113.884738506474
983b,1250,9.75,110.93763520195
983b,1250,9.75,126.684898482929
983b,1250,9.75,112.358720310164
983b,1250,9.75,108.765348233485
983b,1250,9.75,111.622011126116
983b,2500,9.75,249.401088666802
983b,2500,9.75,254.289890297872
983b,2500,9.75,251.069943120525
983b,2500,9.75,251.039577148695
983b,2500,9.75,260.868537132983
983b,2500,9.75,254.659016731255
983b,2500,9.75,256.070667384485
983b,2500,9.75,248.299380623967
983b,2500,9.75,253.399833451558
983b,2500,9.75,255.231535667418
983b,2500,9.75,254.654016900264
983b,2500,9.75,258.890426114078
983b,2500,9.75,252.255213478789
983b,2500,9.75,258.988461442542
983b,2500,9.75,251.347820867068
983b,2500,9.75,253.815280741587
983b,2500,9.75,240.941519700099
983b,2500,9.75,247.398000863001
983b,2500,9.75,253.199397194355
983b,2500,9.75,251.438732804395
983b,2500,9.75,253.505014741746
983b,2500,9.75,254.429610905037
983b,2500,9.75,253.484986564971
983b,5000,9.75,291.761030258548
983b,5000,9.75,292.521390475425
983b,5000,9.75,288.642500806313
983b,5000,9.75,295.375635897213
983b,5000,9.75,281.302063527169
983b,5000,9.75,291.234149332392
983b,5000,9.75,284.603700458312
983b,5000,9.75,279.118734129676
983b,5000,9.75,284.532335549209
983b,5000,9.75,289.849289311016
983b,5000,9.75,288.66885610381
983b,5000,9.75,291.739318646046
983b,5000,9.75,293.210526162254
983b,5000,9.75,278.002320538066
983b,5000,9.75,285.498772139402
983b,5000,9.75,289.700336335614
983b,5000,9.75,286.262422549633
983b,5000,9.75,287.713123432444
983b,5000,9.75,277.023520196029
983b,5000,9.75,295.800783920214
983b,5000,9.75,289.086305253368
983b,5000,9.75,275.705370356316
983b,10000,9.75,318.205626017053
983b,10000,9.75,321.957048682284
983b,10000,9.75,320.356364481546
983b,10000,9.75,323.298600262487
983b,10000,9.75,309.137178542304
983b,10000,9.75,309.781133972982
983b,10000,9.75,321.925508503859
983b,10000,9.75,318.536512416661
983b,10000,9.75,323.851701244099
983b,10000,9.75,319.404012671552
983b,10000,9.75,315.070812932176
983b,10000,9.75,313.730451574444
983b,10000,9.75,323.577260975226
983b,10000,9.75,324.419558260702
983b,10000,9.75,308.989333778324
983b,10000,9.75,322.335290101889
983b,10000,9.75,316.726253704622
983b,10000,9.75,302.844387432063
983b,10000,9.75,320.185914700931
983b,10000,9.75,310.309246037711
983b,1250,10.0,105.012869532209
983b,1250,10.0,111.610646616019
983b,1250,10.0,127.633189213845
983b,1250,10.0,122.456280120425
983b,1250,10.0,118.740946044974
983b,1250,10.0,109.648688841067
983b,1250,10.0,122.061761198277
983b,1250,10.0,116.909584325094
983b,1250,10.0,105.012869532209
983b,1250,10.0,119.794548449801
983b,1250,10.0,118.183780506278
983b,1250,10.0,129.72437484514
983b,1250,10.0,116.00493816173
983b,1250,10.0,112.290920833715
983b,1250,10.0,114.163033814783
983b,2500,10.0,252.043763889047
983b,2500,10.0,257.444967990042
983b,2500,10.0,252.687533620426
983b,2500,10.0,254.654016900264
983b,2500,10.0,263.073078725091
983b,2500,10.0,258.203136591337
983b,2500,10.0,257.873525090165
983b,2500,10.0,252.808057939991
983b,2500,10.0,257.632217393143
983b,2500,10.0,260.634887613825
983b,2500,10.0,257.385798534585
983b,2500,10.0,258.311229526789
983b,2500,10.0,254.629078777309
983b,2500,10.0,269.163964814661
983b,2500,10.0,253.154261448937
983b,2500,10.0,257.701211974632
983b,2500,10.0,241.987614426349
983b,2500,10.0,250.553729260079
983b,2500,10.0,255.107227727542
983b,2500,10.0,254.514419485135
983b,2500,10.0,257.213096803144
983b,2500,10.0,257.366072359813
983b,2500,10.0,258.006431880897
983b,5000,10.0,294.402860962364
983b,5000,10.0,295.470184057052
983b,5000,10.0,290.79800137403
983b,5000,10.0,296.965677147902
983b,5000,10.0,284.023369558841
983b,5000,10.0,292.668907687184
983b,5000,10.0,288.479739365366
983b,5000,10.0,282.661515131624
983b,5000,10.0,288.492924749619
983b,5000,10.0,291.369263602418
983b,5000,10.0,292.603861328626
983b,5000,10.0,290.251881092257
983b,5000,10.0,294.794969187429
983b,5000,10.0,279.550387787113
983b,5000,10.0,279.613974125422
983b,5000,10.0,294.437403440107
983b,5000,10.0,293.91098826906
983b,5000,10.0,290.667056747674
983b,5000,10.0,280.628942389931
983b,5000,10.0,300.496556292425
983b,5000,10.0,291.882814456614
983b,5000,10.0,277.504204365429
983b,10000,10.0,325.146426762228
983b,10000,10.0,324.888707626391
983b,10000,10.0,321.242632669625
983b,10000,10.0,324.595531961288
983b,10000,10.0,310.554618848312
983b,10000,10.0,309.785244071883
983b,10000,10.0,325.910694593362
983b,10000,10.0,321.143877232924
983b,10000,10.0,325.696438626902
983b,10000,10.0,322.217112657452
983b,10000,10.0,318.16571044031
983b,10000,10.0,316.188775908317
983b,10000,10.0,325.446881898338
983b,10000,10.0,327.472615918372
983b,10000,10.0,309.432656152745
983b,10000,10.0,324.364755434036
983b,10000,10.0,318.588321314148
983b,10000,10.0,303.848646454523
983b,10000,10.0,322.465220461235
983b,10000,10.0,300.998817699644
983b,1250,10.25,108.461496570683
983b,1250,10.25,114.861364662398
983b,1250,10.25,130.776845363501
983b,1250,10.25,124.532489538566
983b,1250,10.25,120.786441266253
983b,1250,10.25,113.000807611706
983b,1250,10.25,122.362965967651
983b,1250,10.25,119.455017288257
983b,1250,10.25,106.393800004991
983b,1250,10.25,124.369294546914
983b,1250,10.25,121.10129321
983b,1250,10.25,136.792031664633
983b,1250,10.25,119.741566814242
983b,1250,10.25,117.472793445825
983b,1250,10.25,118.837117733836
983b,2500,10.25,254.758680380818
983b,2500,10.25,260.522810474163
983b,2500,10.25,255.166925550589
983b,2500,10.25,260.552071227432
983b,2500,10.25,265.98089485868
983b,2500,10.25,261.276921021848
983b,2500,10.25,260.02052810662
983b,2500,10.25,254.185033787924
983b,2500,10.25,259.478082493699
983b,2500,10.25,263.155101737481
983b,2500,10.25,259.673733710763
983b,2500,10.25,266.505327700917
983b,2500,10.25,256.798250333426
983b,2500,10.25,266.924167886846
983b,2500,10.25,254.758680380818
983b,2500,10.25,261.53427891492
983b,2500,10.25,245.218173123381
983b,2500,10.25,262.246764628487
983b,2500,10.25,257.148984565086
983b,2500,10.25,258.075264748891
983b,2500,10.25,265.168384024446
983b,2500,10.25,259.766571996947
983b,2500,10.25,261.223493739822
983b,5000,10.25,296.208182143193
983b,5000,10.25,298.50044039856
983b,5000,10.25,294.85953218542
983b,5000,10.25,299.908875885279
983b,5000,10.25,293.132569587021
983b,5000,10.25,296.362403042117
983b,5000,10.25,289.612697315089
983b,5000,10.25,283.33873879413
983b,5000,10.25,290.273758789961
983b,5000,10.25,293.353356575972
983b,5000,10.25,294.135465619323
983b,5000,10.25,298.831895331373
983b,5000,10.25,288.897461783712
983b,5000,10.25,280.307645720436
983b,5000,10.25,291.299556180126
983b,5000,10.25,296.555079799773
983b,5000,10.25,295.63340371685
983b,5000,10.25,293.119592907759
983b,5000,10.25,282.248096845687
983b,5000,10.25,304.282773373464
983b,5000,10.25,295.177929756665
983b,5000,10.25,280.117372609166
983b,10000,10.25,327.406706339157
983b,10000,10.25,325.501502533609
983b,10000,10.25,323.310414878568
983b,10000,10.25,326.226009136001
983b,10000,10.25,310.971195690923
983b,10000,10.25,311.334259127799
983b,10000,10.25,327.794148041246
983b,10000,10.25,319.932109371604
983b,10000,10.25,326.692564344339
983b,10000,10.25,326.011960395201
983b,10000,10.25,317.190825990384
983b,10000,10.25,317.510790052633
983b,10000,10.25,326.840192333168
983b,10000,10.25,328.049633156591
983b,10000,10.25,313.507871558314
983b,10000,10.25,325.65744119447
983b,10000,10.25,320.130436837196
983b,10000,10.25,315.014434238249
983b,10000,10.25,323.710576951656
983b,10000,10.25,302.168848667829
983b,1250,10.5,110.248996627925
983b,1250,10.5,117.083163813348
983b,1250,10.5,134.159276818659
983b,1250,10.5,128.968765640971
983b,1250,10.5,122.196873592677
983b,1250,10.5,116.724866471106
983b,1250,10.5,125.243924514261
983b,1250,10.5,124.450912398566
983b,1250,10.5,108.940260638735
983b,1250,10.5,127.861716597736
983b,1250,10.5,124.898882709555
983b,1250,10.5,140.44558862798
983b,1250,10.5,124.919205668223
983b,1250,10.5,119.338073677359
983b,1250,10.5,121.478035745383
983b,2500,10.5,258.821810035845
983b,2500,10.5,264.962494376399
983b,2500,10.5,256.872363707536
983b,2500,10.5,263.506978249534
983b,2500,10.5,269.225274983507
983b,2500,10.5,263.656241705113
983b,2500,10.5,263.646643564591
983b,2500,10.5,257.045294368364
983b,2500,10.5,262.028861272871
983b,2500,10.5,265.866342205267
983b,2500,10.5,260.279128294482
983b,2500,10.5,270.251109633364
983b,2500,10.5,259.184420855243
983b,2500,10.5,277.046442507855
983b,2500,10.5,257.242734028799
983b,2500,10.5,264.742016931432
983b,2500,10.5,246.163551075022
983b,2500,10.5,264.876284248885
983b,2500,10.5,259.130562143969
983b,2500,10.5,260.249836853334
983b,2500,10.5,266.905087036061
983b,2500,10.5,265.292836986848
983b,2500,10.5,264.756444616918
983b,5000,10.5,297.793724681726
983b,5000,10.5,299.654839030229
983b,5000,10.5,298.334574837599
983b,5000,10.5,301.828403101442
983b,5000,10.5,295.143527871935
983b,5000,10.5,300.505030410117
983b,5000,10.5,291.626152074304
983b,5000,10.5,293.015650152333
983b,5000,10.5,290.269372416318
983b,5000,10.5,295.220953430389
983b,5000,10.5,299.03149674185
983b,5000,10.5,296.478002650102
983b,5000,10.5,300.141540861727
983b,5000,10.5,284.04124443631
983b,5000,10.5,293.522036973364
983b,5000,10.5,298.057838124658
983b,5000,10.5,299.175750778393
983b,5000,10.5,296.285275768544
983b,5000,10.5,285.956305462246
983b,5000,10.5,307.676122257371
983b,5000,10.5,297.819323589595
983b,5000,10.5,282.25255148734
983b,10000,10.5,327.798032283868
983b,10000,10.5,325.758785723002
983b,10000,10.5,324.251244394077
983b,10000,10.5,327.751564013153
983b,10000,10.5,312.213666176841
983b,10000,10.5,313.195963300805
983b,10000,10.5,330.020863118286
983b,10000,10.5,327.720581505541
983b,10000,10.5,329.258450084528
983b,10000,10.5,329.766953469022
983b,10000,10.5,320.787947167428
983b,10000,10.5,319.54703891448
983b,10000,10.5,328.949912972599
983b,10000,10.5,328.478811684138
983b,10000,10.5,313.823476301934
983b,10000,10.5,328.273940690597
983b,10000,10.5,323.09044452412
983b,10000,10.5,306.605765285702
983b,10000,10.5,323.392809820965
983b,10000,10.5,303.819417188232
983b,1250,10.75,112.584437821942
983b,1250,10.75,119.942804370179
983b,1250,10.75,138.075796337974
983b,1250,10.75,131.984505120353
983b,1250,10.75,125.931197267433
983b,1250,10.75,119.412494684893
983b,1250,10.75,130.349089605828
983b,1250,10.75,126.925127598303
983b,1250,10.75,111.405744334775
983b,1250,10.75,128.357110521913
983b,1250,10.75,127.005102994266
983b,1250,10.75,145.776074956846
983b,1250,10.75,126.795053716011
983b,1250,10.75,121.090805201067
983b,1250,10.75,124.246767241604
983b,2500,10.75,261.611917521018
983b,2500,10.75,266.786218394825
983b,2500,10.75,262.406388811637
983b,2500,10.75,266.276624337439
983b,2500,10.75,271.558342876465
983b,2500,10.75,267.835597895071
983b,2500,10.75,265.445892866107
983b,2500,10.75,258.615729487514
983b,2500,10.75,264.56461235868
983b,2500,10.75,268.583338625817
983b,2500,10.75,263.632215513573
983b,2500,10.75,271.535015886242
983b,2500,10.75,268.824229596406
983b,2500,10.75,272.943060386622
983b,2500,10.75,261.204057388605
983b,2500,10.75,267.109538909955
983b,2500,10.75,253.484986564971
983b,2500,10.75,268.261794402618
983b,2500,10.75,266.405279202641
983b,2500,10.75,263.728488190869
983b,2500,10.75,269.394943267814
983b,2500,10.75,268.219193359246
983b,2500,10.75,267.033498713572
983b,5000,10.75,299.7056636274
983b,5000,10.75,302.597022783854
983b,5000,10.75,299.849593330531
983b,5000,10.75,303.710751851498
983b,5000,10.75,295.530345110269
983b,5000,10.75,294.872486268002
983b,5000,10.75,294.316622221679
983b,5000,10.75,296.905806931466
983b,5000,10.75,298.360073997998
983b,5000,10.75,297.964164478731
983b,5000,10.75,296.280978394079
983b,5000,10.75,300.488134901224
983b,5000,10.75,305.610566494823
983b,5000,10.75,285.062726230675
983b,5000,10.75,296.229566218575
983b,5000,10.75,301.803196978109
983b,5000,10.75,301.226414003776
983b,5000,10.75,299.400533470976
983b,5000,10.75,288.42252215996
983b,5000,10.75,305.203255792342
983b,5000,10.75,300.090790086507
983b,5000,10.75,284.621538889688
983b,10000,10.75,328.795535844068
983b,10000,10.75,326.622647912255
983b,10000,10.75,324.024103019759
983b,10000,10.75,329.609096154002
983b,10000,10.75,315.030550683284
983b,10000,10.75,314.138814632044
983b,10000,10.75,331.9001254859
983b,10000,10.75,329.092659432102
983b,10000,10.75,331.448535769384
983b,10000,10.75,332.060728044476
983b,10000,10.75,331.628506374224
983b,10000,10.75,323.73019351743
983b,10000,10.75,329.782348960052
983b,10000,10.75,331.149729147499
983b,10000,10.75,314.15497599719
983b,10000,10.75,328.764651719508
983b,10000,10.75,324.356904673853
983b,10000,10.75,308.820855927819
983b,10000,10.75,324.521240324073
983b,10000,10.75,316.333255884871
983b,1250,11.0,115.917373620905
983b,1250,11.0,125.385737265549
983b,1250,11.0,142.036248776834
983b,1250,11.0,133.704361057808
983b,1250,11.0,126.082297952144
983b,1250,11.0,132.397397195838
983b,1250,11.0,132.25351175885
983b,1250,11.0,130.990205495903
983b,1250,11.0,112.618261375583
983b,1250,11.0,129.890607371477
983b,1250,11.0,130.980509324735
983b,1250,11.0,147.32641879189
983b,1250,11.0,130.932042009227
983b,1250,11.0,126.021881944523
983b,1250,11.0,127.792203715149
983b,2500,11.0,267.24255719154
983b,2500,11.0,271.941369143012
983b,2500,11.0,264.098825413039
983b,2500,11.0,269.606893228678
983b,2500,11.0,273.973505775109
983b,2500,11.0,270.51869793477
983b,2500,11.0,270.593758748794
983b,2500,11.0,266.381500959746
983b,2500,11.0,264.266967049952
983b,2500,11.0,271.21227649569
983b,2500,11.0,265.508061600174
983b,2500,11.0,268.573857307839
983b,2500,11.0,269.762221295836
983b,2500,11.0,273.982742146096
983b,2500,11.0,267.209323719485
983b,2500,11.0,269.978599032783
983b,2500,11.0,255.485078352627
983b,2500,11.0,263.473273586812
983b,2500,11.0,263.299789453444
983b,2500,11.0,266.591070729364
983b,2500,11.0,267.892459311414
983b,2500,11.0,269.738679973794
983b,2500,11.0,271.918016480919
983b,5000,11.0,300.960850621398
983b,5000,11.0,303.802706003794
983b,5000,11.0,293.483102646753
983b,5000,11.0,297.938578015604
983b,5000,11.0,297.021248632331
983b,5000,11.0,298.819166154149
983b,5000,11.0,297.418413319841
983b,5000,11.0,299.599756039679
983b,5000,11.0,302.248634493191
983b,5000,11.0,296.216725212749
983b,5000,11.0,298.60247391867
983b,5000,11.0,301.378119797848
983b,5000,11.0,303.572794611373
983b,5000,11.0,295.714952853195
983b,5000,11.0,300.348697440779
983b,5000,11.0,299.001743341127
983b,5000,11.0,295.091917525005
983b,5000,11.0,293.92826184405
983b,5000,11.0,284.585860908787
983b,5000,11.0,306.485677038515
983b,5000,11.0,294.441673668408
983b,5000,11.0,290.53161591039
983b,10000,11.0,320.308816625027
983b,10000,11.0,327.848377614368
983b,10000,11.0,318.0859142954
983b,10000,11.0,320.055108757565
983b,10000,11.0,305.552442258262
983b,10000,11.0,313.46735779042
983b,10000,11.0,331.153525970301
983b,10000,11.0,331.119064603239
983b,10000,11.0,319.328513231957
983b,10000,11.0,323.620394285106
983b,10000,11.0,321.092480679629
983b,10000,11.0,320.835424016739
983b,10000,11.0,316.862502399539
983b,10000,11.0,320.989662884342
983b,10000,11.0,309.038623225125
983b,10000,11.0,319.483479600331
983b,10000,11.0,319.821006204062
983b,10000,11.0,320.597969462474
983b,10000,11.0,319.249007729211
983b,10000,11.0,306.290985313664
983b,1250,11.25,117.947270020231
983b,1250,11.25,127.543650195793
983b,1250,11.25,146.288897609043
983b,1250,11.25,138.745254153438
983b,1250,11.25,131.714949080128
983b,1250,11.25,142.838273710864
983b,1250,11.25,137.726027098217
983b,1250,11.25,134.970481062129
983b,1250,11.25,114.750793877804
983b,1250,11.25,134.801103014704
983b,1250,11.25,134.744596351494
983b,1250,11.25,152.374811972469
983b,1250,11.25,134.69748344964
983b,1250,11.25,129.430513360231
983b,1250,11.25,131.657117859715
983b,2500,11.25,269.197016100449
983b,2500,11.25,274.903133147399
983b,2500,11.25,268.280719436716
983b,2500,11.25,271.151415609024
983b,2500,11.25,276.261869036393
983b,2500,11.25,275.258436229231
983b,2500,11.25,274.672209119588
983b,2500,11.25,269.121565720602
983b,2500,11.25,266.876582474311
983b,2500,11.25,274.163398723254
983b,2500,11.25,269.107372062974
983b,2500,11.25,273.147595911583
983b,2500,11.25,272.863979654056
983b,2500,11.25,278.581597217521
983b,2500,11.25,270.85630778878
983b,2500,11.25,272.696469768726
983b,2500,11.25,257.282203778944
983b,2500,11.25,267.361282472946
983b,2500,11.25,266.595846688801
983b,2500,11.25,272.49626816592
983b,2500,11.25,273.551553735875
983b,2500,11.25,274.588989515201
983b,2500,11.25,274.288354324388
983b,5000,11.25,306.837501784904
983b,5000,11.25,309.124873717429
983b,5000,11.25,298.462155504356
983b,5000,11.25,307.572959175587
983b,5000,11.25,301.133726008127
983b,5000,11.25,308.849611862537
983b,5000,11.25,308.656411244442
983b,5000,11.25,304.30782641167
983b,5000,11.25,311.863823802394
983b,5000,11.25,302.14783226226
983b,5000,11.25,303.028793630493
983b,5000,11.25,305.041034897999
983b,5000,11.25,309.682783592132
983b,5000,11.25,300.073871254021
983b,5000,11.25,304.520458830118
983b,5000,11.25,300.766762973429
983b,5000,11.25,305.789088774043
983b,5000,11.25,297.213498275668
983b,5000,11.25,288.479739365366
983b,5000,11.25,310.68532656047
983b,5000,11.25,297.469620024969
983b,5000,11.25,295.177929756665
983b,10000,11.25,333.84485457862
983b,10000,11.25,331.21484583883
983b,10000,11.25,330.41294645602
983b,10000,11.25,332.179188561373
983b,10000,11.25,318.946706071829
983b,10000,11.25,325.099628438923
983b,10000,11.25,336.001257975522
983b,10000,11.25,333.738383065292
983b,10000,11.25,333.491074072512
983b,10000,11.25,337.177840094696
983b,10000,11.25,335.668669200761
983b,10000,11.25,331.414105078268
983b,10000,11.25,330.539701621141
983b,10000,11.25,332.274712105206
983b,10000,11.25,318.026066558628
983b,10000,11.25,331.483010897235
983b,10000,11.25,333.060708605216
983b,10000,11.25,322.217112657452
983b,10000,11.25,331.689738432584
983b,10000,11.25,319.864695797123
983b,1250,11.5,120.238754571339
983b,1250,11.5,131.00958353702
983b,1250,11.5,150.100366977021
983b,1250,11.5,142.811607655412
983b,1250,11.5,136.429662536925
983b,1250,11.5,140.752535585678
983b,1250,11.5,141.803706681439
983b,1250,11.5,138.461354225076
983b,1250,11.5,117.914975086495
