CellLine,InitialCondition,Day,R,ϕ,η
983b,2500,21,347.999694862211,0.8871798093715617,0.7153640776601867
983b,5000,21,350.694024352106,0.924098810365991,0.7802231447745165
983b,5000,21,353.597363179269,0.8899291504418014,0.73579556332922
983b,5000,21,324.379321840114,0.8547671391182923,0.801570102130261
983b,5000,21,294.043785331719,0.9022395415235319,0.8110530349654603
983b,5000,21,324.914045436701,0.8977394693288383,0.8165070404759436
983b,5000,21,347.89439962383,0.9113445417862589,0.8082303865397662
983b,5000,21,279.18051892304,0.8458242356567639,0.8296371244299101
983b,5000,21,365.16573088315,0.9227548038560275,0.7420668963547363
983b,5000,21,377.662201074803,0.9331802219692468,0.7615482896860146
983b,5000,21,329.408478618646,0.9235728489993339,0.7974864205622518
983b,10000,21,312.663220681422,0.912223256083856,0.8145823449881463
983b,10000,21,284.134791819677,0.8636004531558882,0.8206303716286759
983b,10000,21,349.817902189874,0.8980640529010546,0.7714244124204386
983b,10000,21,298.292888481196,0.8701939126990221,0.8701939126990221
983b,10000,21,350.381174560839,0.8968245340043665,0.7490565526664993
983b,10000,21,334.273741486451,0.8784538562750468,0.8440022511901772
983b,10000,21,307.528945864632,0.8644502282460035,0.8508486255898905
983b,10000,21,354.264305769753,0.9177157198103817,0.8016386696816131
983b,10000,21,306.592838584665,0.8715817617027918,0.8429547512034375
983b,10000,21,344.608581909396,0.8395471420250159,0.778162868454407
793b,2500,4,161.691633112247,0.2986738382527515,0.0
793b,2500,4,144.189915835455,0.15330888478177704,0.0
793b,2500,4,160.542450315214,0.12434773974915139,0.0
793b,2500,4,151.896555113681,0.5726652710259389,0.0
793b,2500,4,148.425073533814,0.49297978624414623,0.0
793b,5000,4,174.719416834203,0.6751845361019582,0.0
793b,5000,4,166.758351002467,0.15060216501495366,0.0
793b,5000,4,189.135233936211,0.0,0.0
793b,5000,4,168.84063066916,0.4791731187067883,0.0
793b,5000,4,180.433993898483,0.0,0.0
793b,5000,4,176.657809588231,0.7335491626800299,0.0
793b,5000,4,173.018121674348,0.6243938126385056,0.0
793b,5000,4,181.133094766554,0.6041248703689104,0.0
793b,5000,4,203.684890976945,0.40260088559722945,0.0
793b,5000,4,188.324860951348,0.08755526211266838,0.0
793b,10000,4,232.038537067944,0.36596162794856707,0.0
793b,10000,4,227.915778126347,0.5698676774114249,0.0
793b,10000,4,250.824932869819,0.7100000595092854,0.0
793b,10000,4,247.776256605507,0.5510513420633435,0.0
793b,10000,4,247.061708465922,0.5831230224139474,0.0
793b,10000,4,258.500968482169,0.5304235735295204,0.0
793b,10000,4,235.361222715626,0.7393006554835835,0.0
793b,2500,5,158.856494233815,0.08067968246614256,0.0
793b,2500,5,155.609970171909,0.24861451243661786,0.0
793b,2500,5,162.371484553977,0.25225551597146173,0.0
793b,2500,5,157.110201030203,0.22392853795239742,0.0
793b,2500,5,150.363932820491,0.0,0.0
793b,2500,5,149.284041221473,0.15208093103249248,0.0
793b,2500,5,165.010745150968,0.23010478965159292,0.0
793b,2500,5,151.140321372596,0.1550392444879497,0.0
793b,2500,5,150.80155085626,0.21741570353686768,0.0
793b,2500,5,157.697565971604,0.0,0.0
793b,5000,5,178.419500867038,0.0,0.0
793b,5000,5,193.534181257224,0.2167954074851828,0.0
793b,5000,5,193.85408527393,0.34642414623565315,0.0
793b,5000,5,195.511160655404,0.22742957504768546,0.0
793b,5000,5,199.63062408139,0.3338102933684798,0.0
793b,5000,5,200.639309638782,0.0,0.0
793b,5000,5,200.875695307878,0.28464143314728524,0.0
793b,5000,5,204.247872197336,0.290083364991555,0.0
793b,5000,5,230.443532342289,0.0,0.0
793b,5000,5,195.523736874575,0.14288621072471933,0.0
793b,10000,5,212.904415645404,0.3325422150241217,0.0
793b,10000,5,238.320081449403,0.3756134041553305,0.0
793b,10000,5,254.645525530932,0.2766247118414164,0.0
793b,10000,5,222.524653966784,0.397356543445919,0.0
793b,10000,5,229.064019082621,0.3796739223591801,0.0
793b,10000,5,237.812952043872,0.3664845911109345,0.0
793b,10000,5,249.280103307158,0.25518501039875285,0.0
793b,10000,5,247.222885646564,0.4455272130818397,0.0
793b,10000,5,240.562872787167,0.0,0.0
793b,10000,5,235.37689302278,0.29514245585859505,0.0
793b,2500,7,182.626965022253,0.20470899202554513,0.0
793b,2500,7,177.622534207992,0.0,0.0
793b,2500,7,171.2066030351,0.2765321339721601,0.0
793b,2500,7,173.718757801572,0.0,0.0
793b,2500,7,161.155452127031,0.138135422673274,0.0
793b,2500,7,161.743329186894,0.2004541464652717,0.0
793b,2500,7,181.062491335781,0.17108683669046335,0.0
793b,2500,7,177.27472851492,0.0,0.0
793b,2500,7,176.835880883578,0.0,0.0
793b,2500,7,180.374022784957,0.10830285752211044,0.0
793b,5000,7,226.082994083278,0.0,0.0
793b,5000,7,212.474351986125,0.5039535850510811,0.0
793b,5000,7,208.396398220489,0.17157859209467577,0.0
793b,5000,7,213.462663820017,0.23667609383257332,0.0
793b,5000,7,237.150299942937,0.21545579040755863,0.0
793b,5000,7,210.093266265944,0.36458156330459973,0.0
793b,5000,7,212.957535222296,0.2896739936795396,0.0
793b,5000,7,218.897248250954,0.1283567677294662,0.0
793b,5000,7,210.392667859436,0.14517773011822904,0.0
793b,5000,7,203.477147794049,0.2859461994750925,0.0
793b,10000,7,262.548048678236,0.5901097358593591,0.1173721741662462
793b,10000,7,262.506837637079,0.5838889693018151,0.13168773379790488
793b,10000,7,263.702140351104,0.5785862870770182,0.1549719127452536
793b,10000,7,250.295986248602,0.630292055938053,0.0
793b,10000,7,254.296703160244,0.5196637783587899,0.15528882311504094
793b,10000,7,248.369978052655,0.5029657261321469,0.0
793b,10000,7,257.908641271398,0.5194392444397288,0.0
793b,10000,7,258.792823203947,0.5167597718177501,0.0
793b,10000,7,246.873535424991,0.5667966027193743,0.0
793b,10000,7,255.339814745604,0.37324860874344395,0.0
793b,2500,10,190.487660577078,0.0,0.0
793b,2500,10,195.246872929503,0.0,0.0
793b,2500,10,166.205969000995,0.0,0.0
793b,2500,10,174.746153966192,0.22211981299217048,0.0
793b,2500,10,189.048109893363,0.0,0.0
793b,2500,10,185.199302482099,0.15443613950046903,0.0
793b,2500,10,201.080012017666,0.07599841031804996,0.0
793b,2500,10,200.636858588377,0.0,0.0
793b,2500,10,196.844765076432,0.25303964888106156,0.0
793b,2500,10,174.440543898201,0.0,0.0
793b,5000,10,255.878515054538,0.3793236468064767,0.0
793b,5000,10,233.749969907651,0.1488901962799292,0.0
793b,5000,10,231.608968287816,0.4068799775730084,0.0
793b,5000,10,251.215773386324,0.3307041231917765,0.0
793b,5000,10,235.839219970993,0.30731050375913327,0.0
793b,5000,10,230.933838284558,0.3811551926331785,0.0
793b,5000,10,220.242198351925,0.0,0.0
793b,5000,10,237.503599376158,0.5467419706158501,0.0
793b,5000,10,242.895314235262,0.12595079898708242,0.0
793b,5000,10,273.248201873322,0.4869567302562734,0.0
793b,10000,10,293.538270352402,0.6681916143386719,0.2266162616133797
793b,10000,10,312.004286317925,0.6767676933797397,0.2609849801978286
793b,10000,10,275.569893874437,0.764371351681914,0.28213847473175263
793b,10000,10,305.627315949173,0.6864152700548612,0.2915838441047397
793b,10000,10,299.887793999676,0.6552294873625077,0.31645766753364607
793b,10000,10,300.503748863848,0.7634336915273096,0.26991592514358576
793b,10000,10,292.19156485645,0.724986611833411,0.25602729279423697
793b,10000,10,305.364120579834,0.6452026968650854,0.2858370652141956
793b,10000,10,276.672338142332,0.478893096517868,0.0
793b,10000,10,302.540018679822,0.6957642257502813,0.23417958679734152
793b,2500,12,221.978118828491,0.17657023687483847,0.0
793b,2500,12,212.622429040971,0.0,0.0
793b,2500,12,226.518700355433,0.13055756830029014,0.0
793b,2500,12,206.219915128905,0.31094032834301444,0.0
793b,2500,12,214.991515855204,0.5457334954533742,0.0
793b,2500,12,219.446974415259,0.0,0.0
793b,2500,12,187.517542269707,0.03159650948541326,0.0
793b,2500,12,228.437344938967,0.0,0.0
793b,2500,12,219.482827004417,0.0,0.0
793b,2500,12,215.132145665844,0.13828014076772208,0.0
793b,5000,12,254.364379232222,0.727031077353816,0.0
793b,5000,12,271.522205038699,0.7007224523346764,0.0
793b,5000,12,297.75412483946,0.7043553501730604,0.0
793b,5000,12,277.034702715386,0.5802815769196477,0.0
793b,5000,12,272.888017699581,0.5381857138302027,0.0
793b,5000,12,258.101153817785,0.7515987935214175,0.0
793b,5000,12,278.437060420612,0.4340994122112214,0.0
793b,5000,12,271.147032750268,0.8169279030577776,0.20397321607448066
793b,5000,12,277.50825907584,0.8379364096923757,0.0
793b,5000,12,255.617002413528,0.628058489812842,0.0
793b,10000,12,300.915046868956,0.7897642480006322,0.3618574412710417
793b,10000,12,317.33896100426,0.7750866273221527,0.3666857778675053
793b,10000,12,303.793110227362,0.7849087459408068,0.3709510832754891
793b,10000,12,321.831454169672,0.7517452773088453,0.3619084186618356
793b,10000,12,317.959775703426,0.7445012948665549,0.3491203480729117
793b,10000,12,309.982593730274,0.7398808845515471,0.3319845994783303
793b,10000,12,300.868466793828,0.7825242616487609,0.31670671329904787
793b,10000,12,297.547601812784,0.8334147765311534,0.3913243385048392
793b,10000,12,313.412574760057,0.7616243946508734,0.3611632849547776
793b,10000,12,310.681433520668,0.7000999643014179,0.33854040212671427
793b,2500,14,236.613646215305,0.5825522065615124,0.0
793b,2500,14,206.485638751449,0.16895378715398524,0.0
